DateTime,Historian.TZINOROT.LD.SPI1.ROU1.Status.Act_Speed1.Interpolated
2022-12-01T08:52:36.000+02:00,0.58374332
2022-12-01T08:52:46.000+02:00,0.611468535
2022-12-01T08:52:56.000+02:00,0.639193751
2022-12-01T08:53:06.000+02:00,0.666918966
2022-12-01T08:53:16.000+02:00,0.694644181
2022-12-01T08:53:26.000+02:00,0.722369397
2022-12-01T08:53:36.000+02:00,0.750094612
2022-12-01T08:53:46.000+02:00,0.777819827
2022-12-01T08:53:56.000+02:00,1.992261887
2022-12-01T08:54:06.000+02:00,5.947011948
2022-12-01T08:54:16.000+02:00,9.621868849
2022-12-01T08:54:26.000+02:00,15.88
2022-12-01T08:54:36.000+02:00,20.35623342
2022-12-01T08:54:46.000+02:00,25.36322069
2022-12-01T08:54:56.000+02:00,25.10214609
2022-12-01T08:55:06.000+02:00,25.10461967
2022-12-01T08:55:16.000+02:00,25.10709326
2022-12-01T08:55:26.000+02:00,25.10956685
2022-12-01T08:55:36.000+02:00,25.11204044
2022-12-01T08:55:46.000+02:00,25.11451403
2022-12-01T08:55:56.000+02:00,25.11698761
2022-12-01T08:56:06.000+02:00,25.1194612
2022-12-01T08:56:16.000+02:00,25.12193479
2022-12-01T08:56:26.000+02:00,25.12440838
2022-12-01T08:56:36.000+02:00,25.12688197
2022-12-01T08:56:46.000+02:00,25.12935556
2022-12-01T08:56:56.000+02:00,25.13182914
2022-12-01T08:57:06.000+02:00,25.13430273
2022-12-01T08:57:16.000+02:00,25.13677632
2022-12-01T08:57:26.000+02:00,25.13924991
2022-12-01T08:57:36.000+02:00,25.1417235
2022-12-01T08:57:46.000+02:00,25.14419709
2022-12-01T08:57:56.000+02:00,25.14667067
2022-12-01T08:58:06.000+02:00,25.14914426
2022-12-01T08:58:16.000+02:00,25.15161785
2022-12-01T08:58:26.000+02:00,25.15409144
2022-12-01T08:58:36.000+02:00,25.15656503
2022-12-01T08:58:46.000+02:00,25.15903862
2022-12-01T08:58:56.000+02:00,25.1615122
2022-12-01T08:59:06.000+02:00,25.16398579
2022-12-01T08:59:16.000+02:00,25.16645938
2022-12-01T08:59:26.000+02:00,25.16893297
2022-12-01T08:59:36.000+02:00,25.17140656
2022-12-01T08:59:46.000+02:00,25.17388014
2022-12-01T08:59:56.000+02:00,25.17635373
2022-12-01T09:00:06.000+02:00,25.17882732
2022-12-01T09:00:16.000+02:00,25.18130091
2022-12-01T09:00:26.000+02:00,25.1837745
2022-12-01T09:00:36.000+02:00,25.18624809
2022-12-01T09:00:46.000+02:00,25.18872167
2022-12-01T09:00:56.000+02:00,25.19119526
2022-12-01T09:01:06.000+02:00,25.19366885
2022-12-01T09:01:16.000+02:00,25.19614244
2022-12-01T09:01:26.000+02:00,25.19861603
2022-12-01T09:01:36.000+02:00,26.93677932
2022-12-01T09:01:46.000+02:00,29.7627548
2022-12-01T09:01:56.000+02:00,31.61282307
2022-12-01T09:02:06.000+02:00,33.03994507
2022-12-01T09:02:16.000+02:00,33.13464653
2022-12-01T09:02:26.000+02:00,33.22934798
2022-12-01T09:02:36.000+02:00,33.32404944
2022-12-01T09:02:46.000+02:00,33.54838388
2022-12-01T09:02:56.000+02:00,33.74859891
2022-12-01T09:03:06.000+02:00,34.10987609
2022-12-01T09:03:16.000+02:00,34.12663512
2022-12-01T09:03:26.000+02:00,34.14339415
2022-12-01T09:03:36.000+02:00,34.16015318
2022-12-01T09:03:46.000+02:00,34.1769122
2022-12-01T09:03:56.000+02:00,34.19367123
2022-12-01T09:04:06.000+02:00,34.21043026
2022-12-01T09:04:16.000+02:00,34.22718929
2022-12-01T09:04:26.000+02:00,34.24394831
2022-12-01T09:04:36.000+02:00,34.26070734
2022-12-01T09:04:46.000+02:00,34.27746637
2022-12-01T09:04:56.000+02:00,34.2942254
2022-12-01T09:05:06.000+02:00,34.31098443
2022-12-01T09:05:16.000+02:00,34.32774345
2022-12-01T09:05:26.000+02:00,34.34450248
2022-12-01T09:05:36.000+02:00,34.36126151
2022-12-01T09:05:46.000+02:00,34.37802054
2022-12-01T09:05:56.000+02:00,34.39477956
2022-12-01T09:06:06.000+02:00,34.80213768
2022-12-01T09:06:16.000+02:00,34.80766281
2022-12-01T09:06:26.000+02:00,34.81318795
2022-12-01T09:06:36.000+02:00,34.81871309
2022-12-01T09:06:46.000+02:00,34.82423822
2022-12-01T09:06:56.000+02:00,34.82976336
2022-12-01T09:07:06.000+02:00,34.8352885
2022-12-01T09:07:16.000+02:00,34.84081363
2022-12-01T09:07:26.000+02:00,34.84633877
2022-12-01T09:07:36.000+02:00,34.8518639
2022-12-01T09:07:46.000+02:00,34.85738904
2022-12-01T09:07:56.000+02:00,34.86291418
2022-12-01T09:08:06.000+02:00,34.86843931
2022-12-01T09:08:16.000+02:00,34.87396445
2022-12-01T09:08:26.000+02:00,34.87948959
2022-12-01T09:08:36.000+02:00,34.88501472
2022-12-01T09:08:46.000+02:00,34.89053986
2022-12-01T09:08:56.000+02:00,34.896065
2022-12-01T09:09:06.000+02:00,36.13098323
2022-12-01T09:09:16.000+02:00,38.38059703
2022-12-01T09:09:26.000+02:00,38.54998088
2022-12-01T09:09:36.000+02:00,38.70294455
2022-12-01T09:09:46.000+02:00,39.9266932
2022-12-01T09:09:56.000+02:00,40.02177609
2022-12-01T09:10:06.000+02:00,40.04438416
2022-12-01T09:10:16.000+02:00,40.06699222
2022-12-01T09:10:26.000+02:00,40.08960029
2022-12-01T09:10:36.000+02:00,41.48538756
2022-12-01T09:10:46.000+02:00,42.15117982
2022-12-01T09:10:56.000+02:00,42.62923459
2022-12-01T09:11:06.000+02:00,42.68449848
2022-12-01T09:11:16.000+02:00,43.90079566
2022-12-01T09:11:26.000+02:00,43.95052464
2022-12-01T09:11:36.000+02:00,44.00253102
2022-12-01T09:11:46.000+02:00,45.14905566
2022-12-01T09:11:56.000+02:00,45.99263683
2022-12-01T09:12:06.000+02:00,46.67273629
2022-12-01T09:12:16.000+02:00,47.8362316
2022-12-01T09:12:26.000+02:00,48.94497764
2022-12-01T09:12:36.000+02:00,49.60986336
2022-12-01T09:12:46.000+02:00,49.62449308
2022-12-01T09:12:56.000+02:00,49.6391228
2022-12-01T09:13:06.000+02:00,49.65375252
2022-12-01T09:13:16.000+02:00,49.66838225
2022-12-01T09:13:26.000+02:00,49.68301197
2022-12-01T09:13:36.000+02:00,49.69764169
2022-12-01T09:13:46.000+02:00,50.40560765
2022-12-01T09:13:56.000+02:00,50.42232195
2022-12-01T09:14:06.000+02:00,50.43903625
2022-12-01T09:14:16.000+02:00,50.45575056
2022-12-01T09:14:26.000+02:00,50.47246486
2022-12-01T09:14:36.000+02:00,50.48917916
2022-12-01T09:14:46.000+02:00,50.50589346
2022-12-01T09:14:56.000+02:00,50.52260777
2022-12-01T09:15:06.000+02:00,50.53932207
2022-12-01T09:15:16.000+02:00,50.55603637
2022-12-01T09:15:26.000+02:00,50.57275067
2022-12-01T09:15:36.000+02:00,50.58946498
2022-12-01T09:15:46.000+02:00,51.80308151
2022-12-01T09:15:56.000+02:00,51.91081138
2022-12-01T09:16:06.000+02:00,51.92198594
2022-12-01T09:16:16.000+02:00,51.9331605
2022-12-01T09:16:26.000+02:00,51.94433506
2022-12-01T09:16:36.000+02:00,51.95550962
2022-12-01T09:16:46.000+02:00,51.96668417
2022-12-01T09:16:56.000+02:00,51.97785873
2022-12-01T09:17:06.000+02:00,51.98903329
2022-12-01T09:17:16.000+02:00,52.00277529
2022-12-01T09:17:26.000+02:00,52.15198448
2022-12-01T09:17:36.000+02:00,52.33180916
2022-12-01T09:17:46.000+02:00,53.70005445
2022-12-01T09:17:56.000+02:00,53.72372813
